	N120	N123	N124	N126	N130	N131	N138	N140	N144	N146	N148	N149	N150	N151	N152	N153	N155	N158	N160	N163	N164	N165	N166	N169	N171	N172	N176	N178	N179	N182	N185	N186	N187	N188	N189	N192	N193	N195	N197	N198	N199	N200	N202	N203	N205	N210	N212	N214	N215	N216	N217	N221	N222	N224	N226	N228	N229	N232	N233	N234	N235	N238	N240	N243	N245	N246	N247	N248	N250	N254	N255	N256	N259	N261	N265	N267	N268	N269	N270	N153A
MMP-9	4.765293173	5.715748426	3.924017227	4.730238688	7.197060672	4.254916476	6.406653348	5.735620593	6.944414707	6.140463971	7.314291435	5.469118377	8.269323173	5.637049649	5.855741684	7.773255735	6.384231268	7.205073173	4.037675254	6.742409203	6.094520323	5.520684707	4.580506346	9.00887619	6.650003173	5.081054571	6.128548852	5.714681188	3.613983173	7.073131268	3.302058688	5.700082824	0.944156266	6.439231733	6.673166999	3.981141268	3.49567	6.44268	3.244064707	4.572498767	5.27996907	5.762013689	1.674433348	5.265167338	4.006969879	1.872238767	5.620693173	7.182344185	6.609948095	6.140523349	7.198689649	7.264789879	5.136136472	7.584771268	5.405215195	4.774368095	2.765126758	7.542877499	6.586021631	7.235955735	5.32064	7.377496187	7.644828095	3.17728	5.902166476	5.654966176	2.5959	6.387569879	4.554136472	6.07410907	7.286826266	6.774768095	4.16904	5.329654234	4.70483314	5.895013971	4.198952824	5.19917	5.82191907	3.8784
EPHB4	2.755183173	1.741408426	0.284667227	1.938948688	2.406510672	1.372346476	2.087213348	0.234550593	2.683274707	1.931923971	3.742361435	1.999268377	4.211863173	2.344459649	1.133411684	2.630675735	1.048891268	2.653083173	1.150605254	1.366389203	0.291100323	0.535024707	2.021946346	5.59790619	1.651103173	1.229184571	2.906658852	3.405201188	1.294763173	1.543251268	1.480198688	1.169472824	1.163386266	3.092151733	1.516666999	1.577231268	1.17381	2.88476	0.215774707	0.399618767	2.40381907	2.117943689	1.400213348	4.032227338	1.302509879	0.528328767	2.945603173	2.518994185	2.579578095	2.053883349	2.294229649	2.840979879	2.515036472	4.053611268	2.049475195	1.394908095	1.777176758	3.215067499	2.431101631	3.283165735	1.15462	1.051726187	1.515068095	0.60827	0.016226476	0.023006176	0.17174	2.604619879	2.236516472	0.71728907	1.791556266	2.154388095	0.0	2.268224234	1.34972314	2.277793971	0.0	1.02009	1.55094907	1.82853
IL2-RA	2.524953173	2.201798426	0.549597227	1.463658688	2.621250672	4.322456476	3.573113348	2.447510593	2.927244707	2.881003971	4.423711435	2.998728377	4.531223173	3.298399649	3.666721684	3.185045735	1.677661268	4.416513173	2.550495254	2.341719203	3.273180323	2.593444707	1.717986346	5.95019619	2.447553173	1.426594571	3.851348852	3.272091188	1.338803173	1.807901268	2.129388688	2.487952824	1.273556266	4.167891733	2.671586999	3.782711268	0.89439	3.31094	2.161344707	0.918178767	3.23568907	2.966803689	1.733623348	3.708267338	1.283829879	1.376578767	2.540433173	3.710374185	4.989728095	3.451823349	3.254449649	4.674459879	2.817896472	3.922421268	2.569185195	2.072908095	4.015656758	4.290437499	3.057041631	3.341255735	2.0893	2.933646187	2.423738095	0.44929	3.258076476	2.727236176	2.20527	2.862279879	2.190466472	1.52473907	2.573036266	2.607728095	1.48352	4.090594234	2.09805314	3.418843971	2.230372824	1.46674	2.11179907	2.31822
OPG	10.86458317	10.48304843	7.782887227	10.99380869	9.599380672	11.46755648	11.52695335	10.30454059	11.57939471	9.605973971	11.47146144	12.10447838	13.09423317	10.80790965	10.89631168	12.52839574	11.37919127	12.11713317	11.36451525	11.4136292	10.84687032	9.831764707	12.59009635	13.98870619	10.49692317	10.97215457	12.28432885	11.29501119	9.615813173	11.96621127	8.244658688	12.11718282	9.844136266	12.09528173	11.510977	10.13051127	10.16929	11.31084	9.337494707	11.07373877	11.61757907	12.74284369	9.330093348	12.50868734	10.29640988	8.061068767	11.93505317	11.97457419	11.65956809	12.23629335	12.02181965	12.29955988	12.57765647	12.28668127	12.38718519	10.24301809	11.23347676	11.6563675	11.09113163	12.04123574	11.26383	9.376556187	11.68303809	10.28371	10.63383648	9.891716176	9.62187	10.93085988	11.10534647	8.72551907	11.14832627	11.21667809	9.21783	10.91999423	12.09009314	12.68010397	8.821012824	10.76867	12.02484907	10.26434
ALCAM	5.185833173	4.513718426	4.249307227	5.389048688	3.257680672	5.772866476	6.100303348	5.150930593	5.001614707	5.304643971	5.928821435	6.463028377	6.973083173	5.592929649	5.253881684	5.750375735	3.520641268	6.157133173	6.419565254	4.652319203	4.809670323	4.547034707	5.016766346	9.79371619	5.567593173	4.506764571	5.374658852	5.353051188	5.061273173	5.510831268	5.054568688	6.500202824	5.490236266	6.270961733	4.273616999	6.003061268	4.20867	6.06169	4.822434707	4.884508767	5.81315907	6.916043689	4.924373348	7.030467338	5.119279879	3.404698767	6.987803173	6.645164185	5.502458095	6.106653349	6.911439649	6.356949879	6.394896472	6.782501268	5.959855195	6.720028095	5.614796758	5.961947499	6.346471631	6.451435735	5.8353	3.548176187	6.272768095	5.81186	4.121116476	3.710806176	4.27543	6.223169879	6.489796472	4.45068907	4.949636266	5.289208095	3.05997	5.428404234	6.11104314	6.634523971	3.528902824	5.6971	5.82172907	5.03056
TFF3	3.976773173	1.741688426	0.894437227	4.019978688	2.999240672	3.078946476	2.151653348	3.146150593	2.863774707	1.832753971	3.026461435	2.991588377	4.489403173	3.844229649	2.324071684	2.706835735	3.394591268	4.047213173	2.662725254	1.968429203	3.822450323	1.792984707	2.709436346	6.21793619	2.143733173	5.548254571	3.056818852	3.148731188	2.420013173	2.073181268	1.403418688	2.046682824	2.047256266	4.135721733	2.374996999	2.735531268	1.63094	2.73405	1.547084707	2.103818767	2.26070907	3.618133689	1.109483348	3.131747338	1.618739879	2.177838767	3.610283173	2.991274185	3.260888095	2.863743349	3.263289649	3.809409879	3.378786472	3.589071268	3.094625195	1.856828095	2.391516758	3.536057499	2.781211631	3.382815735	2.56828	1.947186187	2.606888095	0.86277	1.976616476	2.425896176	1.52686	2.501959879	2.494266472	2.40750907	2.672876266	3.169148095	3.27303	3.818144234	2.13041314	3.440653971	1.753682824	1.37681	2.71880907	1.97339
SELP	7.042873173	7.839788426	4.197157227	7.295558688	9.730940672	6.871716476	7.622423348	5.708990593	7.336144707	8.652423971	8.425611435	7.197978377	8.779263173	7.042309649	7.357791684	8.345045735	4.492611268	8.614953173	6.888055254	9.372249203	6.020040323	5.925664707	7.061476346	10.49663619	6.453803173	6.434354571	7.701008852	8.375381188	7.308093173	8.842961268	7.429708688	7.128252824	5.467596266	7.637551733	5.754736999	7.048381268	6.7605	7.52436	6.087804707	5.992778767	7.40054907	7.229603689	4.952313348	10.15346734	5.449049879	5.470618767	6.841133173	7.501154185	7.556928095	9.196253349	9.616549649	7.380949879	7.466696472	7.931901268	6.325835195	7.237268095	6.674136758	7.851047499	7.677221631	8.129965735	6.48796	7.943116187	6.990008095	5.83063	5.515926476	7.255916176	5.26173	7.481069879	6.578696472	4.94557907	8.194626266	6.634498095	5.54857	6.992894234	6.10232314	6.703383971	5.715872824	6.02047	6.30428907	5.95345
CSTB	9.264793173	9.077798426	7.632687227	8.983198688	9.355150672	9.383846476	9.530203348	8.917690593	9.432404707	9.055113971	9.289491435	10.09877838	10.96320317	9.819819649	9.060141684	10.20220574	8.897331268	9.931633173	9.721695254	9.500409203	9.432880323	9.643154707	9.996046346	14.08810619	10.03102317	8.641774571	10.34120885	10.66313119	9.324843173	10.04427127	9.265978688	9.866172824	9.850076266	10.01252173	9.836866999	9.217101268	9.27107	9.57694	9.457394707	8.995678767	9.88160907	10.72052369	9.262083348	10.59250734	9.468559879	8.968978767	9.946933173	9.590114185	9.655878095	10.10067335	9.897909649	10.42505988	10.47351647	11.23166127	9.970955195	9.685468095	9.675366758	9.806987499	9.700661631	10.42033574	9.42365	9.487886187	9.730978095	9.37588	9.162196476	9.151746176	8.78447	9.697639879	9.484016472	9.58445907	9.940526266	9.779508095	8.77041	9.770994234	10.13171314	10.92145397	9.418622824	9.56048	10.17493907	8.63966
MCP-1	9.334343173	10.02299843	7.323937227	7.433568688	10.91541067	10.90315648	10.20641335	10.20424059	10.04665471	7.482323971	9.970941435	10.74236838	10.90046317	8.146579649	11.29801168	10.66289574	11.14307127	12.70598317	9.960885254	10.9355492	10.42377032	10.82218471	7.268136346	11.59423619	8.635013173	7.736714571	11.49935885	8.336181188	7.950863173	10.17278127	6.395948688	10.66391282	7.474296266	11.70717173	12.444737	9.066941268	7.70318	8.55475	11.04478471	9.864588767	10.02010907	11.24036369	10.09363335	9.230757338	7.615789879	7.628278767	11.01466317	11.16044419	10.06335809	11.74018335	10.81172965	12.63326988	10.24790647	8.703641268	10.06388519	8.445628095	9.893166758	10.7595675	9.132591631	9.544965735	9.21595	10.93386619	11.05383809	6.45447	11.79714648	10.80834618	7.81493	9.560349879	6.794306472	8.05556907	10.96919627	10.45159809	8.71045	10.01543423	8.29034314	10.92977397	10.05282282	8.86965	9.57842907	6.7964
CD163	7.356383173	7.080998426	2.992817227	6.646338688	7.354340672	7.172996476	7.362703348	6.507060593	7.464294707	6.701633971	8.660811435	6.783218377	8.960883173	6.425229649	7.927871684	8.064065735	5.593591268	9.551583173	6.524445254	7.199429203	7.841630323	7.711744707	4.241166346	9.71888619	6.123703173	5.536534571	7.100018852	7.641771188	4.243823173	6.210711268	6.313058688	7.424982824	3.687976266	8.432141733	7.476776999	7.898811268	3.88	7.09162	6.574854707	4.826568767	7.27569907	7.567863689	5.573593348	8.012707338	5.244259879	5.598678767	6.999213173	8.186624185	8.398808095	7.453893349	7.065139649	7.487849879	6.167386472	8.208401268	6.336895195	5.385418095	7.783056758	8.363887499	6.857111631	7.913595735	6.00815	8.021196187	7.074428095	3.68215	7.674356476	7.275466176	6.74455	7.178569879	4.845456472	5.18829907	6.674346266	7.227208095	6.1847	8.046694234	6.08561314	6.999633971	6.630922824	5.01504	5.63016907	5.50839
Gal-3	10.50951317	9.169568426	8.854757227	9.586978688	9.323880672	9.327786476	10.17694335	8.773490593	9.645114707	9.982833971	9.597601435	10.66503838	11.54798317	10.50532965	9.509521684	11.08501574	9.631511268	10.27551317	9.549135254	9.745279203	9.164560323	9.481244707	9.977026346	13.86353619	10.34091317	9.951924571	10.74448885	11.42210119	9.346713173	10.47258127	9.624148688	10.07012282	9.031606266	10.43909173	9.627446999	9.350391268	9.81849	9.77831	8.498204707	9.437248767	10.17160907	10.92336369	8.671173348	10.90409734	9.390309879	8.024708767	9.882983173	10.00024419	10.27559809	10.39737335	10.11527965	10.80220988	10.16357647	11.44482127	10.91573519	10.23317809	9.414066758	10.1082775	9.910391631	10.78323574	9.78939	9.711976187	10.37707809	9.61313	9.159016476	8.743566176	7.72153	10.41173988	10.84930647	8.98382907	9.983976266	9.967158095	7.9591	9.788524234	10.85616314	11.23759397	7.963782824	9.88283	10.57104907	9.11648
GRN	5.024213173	5.975598426	3.058767227	5.242358688	6.532870672	6.584066476	6.267853348	6.260110593	6.240574707	4.580033971	6.898561435	6.149968377	7.298723173	5.281429649	6.781361684	6.356875735	5.541321268	8.689733173	6.433585254	6.444639203	7.342800323	6.520874707	5.455106346	9.63923619	6.101143173	4.870224571	6.856228852	6.367561188	4.552583173	5.506661268	5.401568688	7.576422824	4.733636266	7.267021733	5.832396999	6.324091268	4.43614	5.60587	6.635344707	5.141318767	5.65640907	7.368413689	4.821113348	5.992467338	4.719519879	4.827398767	6.236123173	7.141864185	6.521128095	6.369293349	6.002729649	6.740669879	5.852546472	6.758401268	5.603655195	5.328178095	5.940376758	6.694617499	5.482691631	6.676865735	5.51033	6.516306187	6.589808095	4.7752	6.608456476	6.828586176	5.0136	5.714109879	4.499316472	5.75774907	6.000836266	6.790288095	5.93017	7.064504234	5.56372314	6.582843971	5.894272824	5.26311	6.02373907	4.47688
BLM hydrolase	6.434053173	6.946068426	4.425447227	6.998108688	7.017490672	8.452226476	7.402683348	7.087380593	7.370314707	6.686293971	8.112681435	8.760708377	8.953873173	8.032359649	8.157401684	8.111325735	5.762271268	8.508743173	8.665195254	6.994619203	7.889590323	8.167664707	7.719746346	12.22610619	7.974093173	5.543914571	7.820998852	7.197641188	7.198613173	6.729321268	6.869078688	7.849822824	8.052966266	8.518971733	7.152916999	8.849331268	7.30045	7.35729	7.751354707	7.021788767	7.63478907	8.515243689	6.471133348	9.135087338	6.487149879	8.994038767	8.721383173	8.967024185	7.952288095	8.206143349	8.958009649	8.664449879	9.201096472	8.061731268	7.493325195	7.914068095	7.855596758	8.548937499	7.554861631	7.768965735	7.05222	6.856156187	7.992998095	6.48674	7.658286476	7.051986176	7.20214	7.449459879	6.840076472	6.41094907	7.217236266	7.727698095	5.56354	8.461504234	7.52979314	8.564483971	6.950142824	7.81691	8.56858907	6.2764
PLC	9.052593173	7.525608426	7.227027227	7.911768688	6.360910672	8.502586476	9.467453348	7.215040593	8.692624707	8.296803971	8.954941435	9.907968377	9.869763173	9.304199649	7.334741684	9.668295735	8.820411268	9.699503173	8.655445254	8.528179203	8.048950323	6.698254707	9.929916346	12.60110619	8.876873173	8.499524571	9.574918852	9.355181188	8.531563173	9.207981268	7.609978688	9.154972824	7.159886266	9.673141733	8.579066999	8.074341268	8.08409	9.28184	6.153464707	7.334748767	9.10943907	10.45527369	7.546533348	10.16192734	8.133309879	6.573408767	9.432193173	9.566444185	8.786968095	9.438783349	9.573289649	10.01862988	10.02883647	10.31605127	9.813415195	9.183318095	7.899046758	9.612227499	9.203051631	9.727965735	8.70291	7.516006187	9.070478095	8.5584	7.228536476	6.827616176	6.89853	8.811619879	9.220846472	7.78562907	9.527426266	8.469378095	6.00939	9.060384234	9.48752314	10.05351397	5.121632824	8.58125	9.07372907	8.65396
LTBR	4.797763173	4.048248426	2.763297227	4.637218688	3.906480672	5.142836476	4.960363348	4.343160593	5.016204707	4.521213971	5.713021435	5.001218377	6.503213173	5.159289649	5.069321684	5.925035735	3.331211268	5.814413173	4.572635254	4.535159203	4.098520323	4.254444707	3.827296346	8.04994619	4.632573173	3.331054571	5.177018852	5.532101188	3.178823173	4.523061268	5.033668688	4.991752824	3.691406266	5.407641733	4.450076999	4.660021268	3.1554	5.30285	3.257194707	2.702368767	5.02830907	5.251373689	3.726803348	6.244877338	3.889729879	2.984668767	5.131643173	5.512644185	5.685918095	4.965003349	5.216789649	5.375679879	4.728076472	6.223991268	4.575495195	4.699018095	5.345156758	5.311717499	5.876921631	6.058555735	4.13034	4.875966187	5.023958095	3.59111	4.254766476	4.163476176	3.39164	5.215169879	4.696276472	3.54095907	4.990106266	4.599448095	3.61833	4.666854234	4.43670314	5.205683971	3.068052824	4.37935	4.47952907	4.45769
Notch 3	3.607093173	1.325568426	2.114307227	3.314708688	0.664960672	3.467026476	3.940573348	1.238390593	2.458764707	2.656583971	3.379401435	6.276538377	4.242423173	5.413929649	2.161601684	4.092515735	2.117561268	3.967503173	3.441295254	1.297829203	2.023260323	1.738654707	3.538346346	7.13022619	3.606203173	1.945624571	5.204688852	3.308571188	2.423523173	3.999381268	3.079048688	3.240512824	2.590716266	5.172951733	2.295546999	3.177341268	2.02508	3.86779	1.454944707	1.944648767	4.50724907	5.447093689	1.439433348	5.697917338	2.335599879	1.446488767	5.236883173	4.645534185	3.721768095	5.050203349	5.478619649	4.967799879	3.809106472	4.539501268	3.772215195	4.186768095	2.269816758	4.435897499	3.642271631	3.648995735	3.66321	0.959746187	4.421438095	3.03382	1.295296476	1.329956176	2.09877	3.246409879	4.699576472	1.55261907	4.590806266	2.526038095	1.20235	3.242224234	3.96445314	6.156133971	1.055402824	3.39814	4.22955907	3.06774
TIMP4	3.925713173	4.435738426	2.134767227	3.502558688	4.442810672	3.978546476	4.501723348	4.554900593	4.236634707	3.503873971	5.281881435	3.804478377	4.726863173	4.476519649	4.716971684	4.189225735	3.184721268	6.133383173	3.389345254	4.525089203	4.872050323	5.560084707	5.238726346	6.74316619	3.512543173	2.954624571	4.626308852	3.599541188	3.088663173	4.611101268	2.563408688	4.709442824	2.831406266	4.884411733	4.576526999	3.212491268	3.73257	3.75044	2.303914707	3.119118767	4.14839907	4.479713689	2.059513348	4.815267338	4.006979879	3.124478767	4.350263173	4.045494185	3.891078095	5.397463349	4.885849649	4.625459879	6.037306472	4.178321268	4.603865195	3.304698095	4.197446758	5.224987499	4.432391631	4.249965735	4.62701	3.738146187	4.595558095	2.51066	4.523076476	4.767616176	2.88607	3.684329879	3.949676472	3.00898907	3.729716266	4.634528095	4.37347	4.528934234	3.91986314	5.624933971	2.464782824	3.63428	5.07500907	3.47258
CNTN1	1.100083173	0.263708426	-0.089842773	0.009608688	0.476900672	1.035916476	0.758683348	-0.336419407	0.395974707	1.059503971	0.897251435	1.287778377	2.238453173	1.304089649	-0.009798316	1.179035735	0.870721268	1.214553173	1.251095254	0.312059203	0.130770323	0.174314707	1.355226346	5.48147619	1.179533173	0.757454571	1.297088852	1.697411188	1.037733173	1.342341268	-0.010281312	0.630892824	2.072306266	1.318671733	0.756166999	0.152621268	0.12502	0.54825	1.418564707	0.995008767	0.83050907	1.810213689	0.357563348	1.949117338	0.932929879	0.310318767	1.478403173	0.969174185	1.172608095	1.631193349	2.409969649	2.064059879	3.271036472	2.065561268	1.117835195	2.678698095	0.845056758	1.428857499	0.965001631	1.406205735	0.66917	0.674216187	1.080818095	0.67299	0.206236476	0.360106176	0.23091	1.873019879	1.289876472	0.65350907	1.378236266	1.067638095	0.18201	0.703664234	1.03516314	2.125333971	0.0	2.54443	1.73115907	0.97634
FABP4	4.121783173	3.928678426	1.030557227	4.284818688	7.289990672	2.686616476	4.181573348	2.578860593	4.454144707	2.550793971	6.300471435	4.203668377	8.744873173	2.277129649	5.345561684	5.168845735	3.390421268	3.661923173	3.014635254	6.699009203	1.939940323	3.544454707	2.419686346	7.78197619	3.919903173	5.351704571	3.943598852	7.852271188	1.558713173	3.310581268	0.674178688	4.590712824	0.672906266	4.943951733	6.062636999	4.710731268	2.15132	3.96081	3.574704707	1.869228767	2.73200907	2.548123689	0.242723348	3.199967338	2.590429879	1.552958767	3.361603173	7.782514185	4.778438095	4.742313349	5.510199649	4.562479879	5.933896472	6.123741268	3.351385195	3.743538095	4.023656758	6.668017499	3.851641631	5.073645735	3.50053	5.211066187	6.518598095	1.46841	5.704996476	5.204556176	3.38073	6.067139879	2.627066472	1.51070907	3.368736266	4.947408095	3.99519	4.015154234	3.25769314	5.149893971	1.597812824	3.15592	5.54628907	4.29155
TFPI	10.19303317	8.841978426	6.878807227	8.920578688	8.968550672	9.860056476	9.553313348	8.551100593	9.571414707	9.024143971	9.455371435	10.48362838	11.07848317	9.524909649	9.370481684	9.697235735	9.184841268	10.41233317	9.399885254	9.365709203	9.355290323	8.991374707	10.27945635	13.05287619	8.878873173	9.202624571	10.31839885	9.876201188	8.561023173	9.883941268	8.113428688	9.197842824	8.529436266	10.88953173	9.703256999	9.039331268	8.80376	9.54914	8.926094707	9.829118767	9.58630907	10.63601369	8.279073348	9.956577338	9.278699879	8.549988767	10.47191317	10.10918419	9.958088095	9.889073349	10.24701965	10.54680988	9.990136472	10.57266127	9.850165195	8.578218095	9.143746758	10.0335375	9.593661631	10.09191574	8.81122	8.784746187	8.960218095	7.9234	8.706086476	8.875366176	8.14657	9.386799879	9.749226472	7.57663907	9.475236266	9.729438095	8.60694	9.681684234	9.68398314	10.74557397	8.501422824	8.61352	10.08786907	8.11951
